student_id,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
556450,EEE,2014J,M,Scotland,A Level or Equivalent,90-100%,0-35,1,60,Y,Fail
557229,EEE,2014J,M,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Pass
558342,EEE,2014J,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,2,120,N,Withdrawn
558509,EEE,2014J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
559113,EEE,2014J,F,Scotland,A Level or Equivalent,80-90%,0-35,0,120,N,Fail
560707,EEE,2014J,M,Yorkshire Region,HE Qualification,90-100%,0-35,1,30,N,Pass
560759,EEE,2014J,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
560881,EEE,2014J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,Y,Fail
560921,EEE,2014J,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,30,N,Pass
560953,EEE,2014J,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
561208,EEE,2014J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass
561413,EEE,2014J,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Distinction
563046,EEE,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
563321,EEE,2014J,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Pass
563534,EEE,2014J,M,Ireland,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn
564445,EEE,2014J,M,East Midlands Region,HE Qualification,40-50%,35-55,0,60,N,Pass
564562,EEE,2014J,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
564734,EEE,2014J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
565275,EEE,2014J,M,South Region,A Level or Equivalent,40-50%,0-35,2,90,N,Pass
565952,EEE,2014J,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass
566279,EEE,2014J,M,Scotland,A Level or Equivalent,0-10%,0-35,1,90,N,Pass
566428,EEE,2014J,M,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass
567681,EEE,2014J,M,Wales,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn
567892,EEE,2014J,M,South East Region,A Level or Equivalent,30-40%,35-55,1,60,N,Fail
567926,EEE,2014J,M,Scotland,HE Qualification,60-70%,0-35,0,120,N,Withdrawn
569372,EEE,2014J,M,East Anglian Region,HE Qualification,20-30%,35-55,0,30,N,Distinction
569953,EEE,2014J,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
570045,EEE,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
570273,EEE,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,1,60,N,Pass
570278,EEE,2014J,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,90,N,Withdrawn
570491,EEE,2014J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
570954,EEE,2014J,M,Scotland,Lower Than A Level,20-30%,35-55,1,60,Y,Withdrawn
572168,EEE,2014J,M,South Region,HE Qualification,50-60%,0-35,1,30,N,Withdrawn
572599,EEE,2014J,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass
572659,EEE,2014J,M,London Region,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn
573503,EEE,2014J,M,London Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn
573600,EEE,2014J,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
573922,EEE,2014J,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
574565,EEE,2014J,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
575066,EEE,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail
575411,EEE,2014J,M,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass
575623,EEE,2014J,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Distinction
578469,EEE,2014J,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
579052,EEE,2014J,M,North Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
579283,EEE,2014J,M,South Region,Lower Than A Level,,0-35,0,90,N,Distinction
580689,EEE,2014J,M,Scotland,HE Qualification,20-30%,35-55,1,60,Y,Fail
580798,EEE,2014J,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
581082,EEE,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
581238,EEE,2014J,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
581851,EEE,2014J,M,Scotland,HE Qualification,90-100%,35-55,1,30,N,Pass
581887,EEE,2014J,F,North Region,HE Qualification,,0-35,0,30,N,Pass
582094,EEE,2014J,M,Wales,A Level or Equivalent,90-100%,0-35,1,30,N,Pass
582340,EEE,2014J,M,North Region,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn
583288,EEE,2014J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
583719,EEE,2014J,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
584514,EEE,2014J,M,West Midlands Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail
584718,EEE,2014J,M,South West Region,Lower Than A Level,90-100%,35-55,0,60,N,Fail
585643,EEE,2014J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
585769,EEE,2014J,F,Scotland,Post Graduate Qualification,50-60%,0-35,1,60,N,Withdrawn
585852,EEE,2014J,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
586474,EEE,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
587008,EEE,2014J,M,South Region,A Level or Equivalent,70-80%,0-35,1,60,N,Pass
587122,EEE,2014J,M,Scotland,Lower Than A Level,60-70%,35-55,1,60,N,Fail
587621,EEE,2014J,F,London Region,Lower Than A Level,70-80%,35-55,1,60,N,Fail
587793,EEE,2014J,F,North Western Region,Lower Than A Level,50-60%,0-35,0,90,N,Distinction
588058,EEE,2014J,M,South Region,Lower Than A Level,50-60%,35-55,0,180,Y,Withdrawn
588474,EEE,2014J,M,North Region,Lower Than A Level,,0-35,0,90,N,Pass
589856,EEE,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,1,90,N,Fail
590837,EEE,2014J,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
591523,EEE,2014J,M,South Region,A Level or Equivalent,40-50%,35-55,0,150,N,Pass
591761,EEE,2014J,F,Scotland,HE Qualification,40-50%,0-35,0,30,N,Pass
592047,EEE,2014J,F,South Region,HE Qualification,50-60%,0-35,0,60,N,Pass
592338,EEE,2014J,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
592843,EEE,2014J,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
592951,EEE,2014J,F,Wales,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn
593038,EEE,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass
593896,EEE,2014J,M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,90,N,Pass
594629,EEE,2014J,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
596326,EEE,2014J,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn
596423,EEE,2014J,M,South Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn
596614,EEE,2014J,M,South Region,Lower Than A Level,60-70%,0-35,1,30,N,Withdrawn
596855,EEE,2014J,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
597166,EEE,2014J,M,North Western Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn
597252,EEE,2014J,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn
597732,EEE,2014J,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,30,N,Pass
598573,EEE,2014J,F,Scotland,A Level or Equivalent,10-20,0-35,2,60,N,Withdrawn
599059,EEE,2014J,M,Scotland,Lower Than A Level,70-80%,0-35,1,30,N,Fail
599215,EEE,2014J,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Fail
599429,EEE,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,Fail
600267,EEE,2014J,M,Scotland,A Level or Equivalent,10-20,0-35,0,90,Y,Withdrawn
600766,EEE,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
600898,EEE,2014J,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn
601567,EEE,2014J,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
601599,EEE,2014J,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail
602150,EEE,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,2,30,N,Withdrawn
602707,EEE,2014J,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
602745,EEE,2014J,M,Scotland,HE Qualification,60-70%,0-35,0,30,N,Withdrawn
602830,EEE,2014J,M,South Region,HE Qualification,30-40%,0-35,0,60,N,Distinction
603108,EEE,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
603179,EEE,2014J,M,South East Region,Lower Than A Level,40-50%,35-55,2,60,N,Pass
603700,EEE,2014J,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
604057,EEE,2014J,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction
604875,EEE,2014J,M,Wales,A Level or Equivalent,60-70%,35-55,1,30,N,Withdrawn
605125,EEE,2014J,M,West Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass
605129,EEE,2014J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
605294,EEE,2014J,M,South Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction
605541,EEE,2014J,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,Y,Fail
605545,EEE,2014J,M,South East Region,Post Graduate Qualification,40-50%,35-55,1,60,N,Fail
605836,EEE,2014J,M,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction
608488,EEE,2014J,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
608669,EEE,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,1,60,N,Fail
608853,EEE,2014J,M,South Region,A Level or Equivalent,50-60%,0-35,1,90,N,Pass
609605,EEE,2014J,M,Wales,HE Qualification,70-80%,0-35,1,60,N,Fail
610275,EEE,2014J,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
610287,EEE,2014J,M,East Anglian Region,HE Qualification,80-90%,0-35,1,60,N,Pass
610373,EEE,2014J,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Distinction
610672,EEE,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
610904,EEE,2014J,M,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
611162,EEE,2014J,F,Ireland,Lower Than A Level,20-30%,0-35,0,120,N,Pass
611405,EEE,2014J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,1,30,N,Distinction
611961,EEE,2014J,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
611971,EEE,2014J,M,North Western Region,A Level or Equivalent,30-40%,0-35,1,60,N,Withdrawn
612157,EEE,2014J,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
613644,EEE,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
613953,EEE,2014J,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
614181,EEE,2014J,M,North Western Region,HE Qualification,60-70%,0-35,0,30,N,Pass
614300,EEE,2014J,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
614737,EEE,2014J,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
615429,EEE,2014J,M,North Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
616407,EEE,2014J,M,Wales,Lower Than A Level,70-80%,35-55,1,60,N,Fail
617309,EEE,2014J,M,Wales,A Level or Equivalent,30-40%,0-35,1,60,N,Fail
617888,EEE,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
619168,EEE,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
620343,EEE,2014J,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
620519,EEE,2014J,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass
620536,EEE,2014J,M,Ireland,A Level or Equivalent,0-10%,0-35,0,30,N,Withdrawn
620782,EEE,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,150,N,Pass
621380,EEE,2014J,M,South Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass
622129,EEE,2014J,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass
622315,EEE,2014J,M,North Region,Lower Than A Level,20-30%,0-35,1,30,N,Fail
622890,EEE,2014J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
623002,EEE,2014J,M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail
623467,EEE,2014J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,150,N,Pass
623757,EEE,2014J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
623889,EEE,2014J,M,South Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Pass
623989,EEE,2014J,M,Scotland,A Level or Equivalent,60-70%,35-55,0,30,N,Distinction
624126,EEE,2014J,M,South Region,Lower Than A Level,90-100%,0-35,1,90,N,Fail
624222,EEE,2014J,M,North Region,Lower Than A Level,0-10%,0-35,0,90,N,Distinction
625288,EEE,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
625614,EEE,2014J,M,North Region,Lower Than A Level,,0-35,0,30,N,Pass
625785,EEE,2014J,M,Scotland,A Level or Equivalent,90-100%,0-35,1,60,N,Pass
625797,EEE,2014J,M,North Region,Lower Than A Level,,0-35,0,90,N,Fail
626998,EEE,2014J,M,Yorkshire Region,HE Qualification,30-40%,0-35,1,30,N,Pass
627283,EEE,2014J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
627312,EEE,2014J,M,North Region,HE Qualification,,35-55,1,60,N,Pass
627457,EEE,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
627500,EEE,2014J,M,South Region,Lower Than A Level,80-90%,0-35,1,60,N,Fail
627935,EEE,2014J,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn
628054,EEE,2014J,M,East Midlands Region,Lower Than A Level,40-50%,35-55,1,150,N,Pass
628366,EEE,2014J,M,Scotland,Lower Than A Level,40-50%,0-35,1,30,N,Withdrawn
628480,EEE,2014J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass
628717,EEE,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn
628741,EEE,2014J,M,South West Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass
628766,EEE,2014J,M,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,Pass
629014,EEE,2014J,F,South East Region,Lower Than A Level,30-40%,35-55,0,90,N,Pass
629101,EEE,2014J,M,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
629400,EEE,2014J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
629421,EEE,2014J,M,East Anglian Region,HE Qualification,90-100%,0-35,1,120,N,Withdrawn
629535,EEE,2014J,M,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass
629642,EEE,2014J,M,North Region,Lower Than A Level,,35-55,0,90,N,Pass
629852,EEE,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
629862,EEE,2014J,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
630105,EEE,2014J,M,Scotland,Lower Than A Level,80-90%,0-35,0,90,N,Pass
630106,EEE,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
630519,EEE,2014J,M,East Midlands Region,HE Qualification,50-60%,0-35,0,60,N,Pass
630541,EEE,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Distinction
631113,EEE,2014J,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass
631807,EEE,2014J,M,East Midlands Region,HE Qualification,20-30%,35-55,1,30,N,Fail
631888,EEE,2014J,M,North Region,Lower Than A Level,,35-55,0,30,Y,Withdrawn
632626,EEE,2014J,M,South East Region,A Level or Equivalent,30-40%,35-55,0,90,N,Distinction
632635,EEE,2014J,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Pass
632950,EEE,2014J,M,North Region,A Level or Equivalent,70-80%,0-35,0,30,N,Distinction
633824,EEE,2014J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Distinction
633868,EEE,2014J,M,Wales,Lower Than A Level,40-50%,35-55,0,60,N,Fail
633914,EEE,2014J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
633995,EEE,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail
634094,EEE,2014J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
634367,EEE,2014J,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,1,30,N,Pass
634552,EEE,2014J,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
634655,EEE,2014J,M,London Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
634721,EEE,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
634776,EEE,2014J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
634879,EEE,2014J,M,London Region,A Level or Equivalent,50-60%,35-55,0,90,N,Pass
634940,EEE,2014J,M,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction
634957,EEE,2014J,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
635325,EEE,2014J,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
635552,EEE,2014J,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
635564,EEE,2014J,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
635720,EEE,2014J,M,South West Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
635953,EEE,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
636124,EEE,2014J,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,N,Distinction
636443,EEE,2014J,M,North Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
636467,EEE,2014J,M,London Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
636996,EEE,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,Y,Pass
637123,EEE,2014J,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
637292,EEE,2014J,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
637401,EEE,2014J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
637528,EEE,2014J,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail
637601,EEE,2014J,M,Yorkshire Region,HE Qualification,30-40%,35-55,0,60,N,Withdrawn
637624,EEE,2014J,M,Scotland,HE Qualification,90-100%,0-35,0,150,N,Pass
637846,EEE,2014J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,30,N,Withdrawn
638018,EEE,2014J,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
638257,EEE,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
638604,EEE,2014J,M,Scotland,Lower Than A Level,70-80%,0-35,0,90,N,Pass
638970,EEE,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
639012,EEE,2014J,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass
639194,EEE,2014J,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Distinction
639232,EEE,2014J,M,London Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn
639243,EEE,2014J,M,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
639253,EEE,2014J,F,South Region,HE Qualification,80-90%,0-35,0,60,N,Distinction
640109,EEE,2014J,M,London Region,No Formal quals,10-20,35-55,0,90,N,Fail
640307,EEE,2014J,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Fail
640439,EEE,2014J,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
640443,EEE,2014J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn
640658,EEE,2014J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn
641116,EEE,2014J,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
641195,EEE,2014J,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
641200,EEE,2014J,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Distinction
641566,EEE,2014J,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction
641569,EEE,2014J,M,Scotland,Lower Than A Level,60-70%,35-55,0,120,N,Distinction
641629,EEE,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
641716,EEE,2014J,M,Wales,Lower Than A Level,0-10%,0-35,0,90,Y,Withdrawn
641817,EEE,2014J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Withdrawn
641881,EEE,2014J,M,London Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail
641899,EEE,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass
642066,EEE,2014J,M,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Fail
642342,EEE,2014J,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
642396,EEE,2014J,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
642512,EEE,2014J,M,South West Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn
642591,EEE,2014J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Distinction
642627,EEE,2014J,M,London Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail
642656,EEE,2014J,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction
642839,EEE,2014J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,150,N,Fail
643077,EEE,2014J,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
643118,EEE,2014J,M,South Region,HE Qualification,50-60%,0-35,0,60,N,Distinction
643168,EEE,2014J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
643200,EEE,2014J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
643267,EEE,2014J,M,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass
643269,EEE,2014J,F,West Midlands Region,HE Qualification,60-70%,0-35,0,120,N,Withdrawn
643270,EEE,2014J,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
643309,EEE,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn
643404,EEE,2014J,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail
643416,EEE,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail
643434,EEE,2014J,M,London Region,HE Qualification,0-10%,35-55,0,60,Y,Pass
643457,EEE,2014J,M,East Anglian Region,Lower Than A Level,80-90%,55<=,0,60,N,Pass
643481,EEE,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail
643484,EEE,2014J,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass
643510,EEE,2014J,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
643514,EEE,2014J,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,90,N,Distinction
643531,EEE,2014J,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
643644,EEE,2014J,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
643705,EEE,2014J,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass
643755,EEE,2014J,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
643770,EEE,2014J,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Fail
643771,EEE,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
644064,EEE,2014J,F,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
644072,EEE,2014J,F,Wales,Lower Than A Level,60-70%,0-35,0,30,N,Fail
644113,EEE,2014J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
644163,EEE,2014J,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
644246,EEE,2014J,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
644480,EEE,2014J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
644514,EEE,2014J,M,North Region,HE Qualification,,0-35,0,60,N,Pass
644742,EEE,2014J,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
644794,EEE,2014J,F,Ireland,Lower Than A Level,10-20,0-35,0,60,Y,Pass
644905,EEE,2014J,M,South East Region,HE Qualification,40-50%,0-35,0,120,N,Withdrawn
645045,EEE,2014J,M,Yorkshire Region,HE Qualification,80-90%,0-35,0,90,N,Withdrawn
645126,EEE,2014J,M,East Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Distinction
645151,EEE,2014J,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
645170,EEE,2014J,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
645319,EEE,2014J,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Pass
645451,EEE,2014J,M,London Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass
645462,EEE,2014J,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn
645481,EEE,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn
645542,EEE,2014J,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
645557,EEE,2014J,M,South Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn
645831,EEE,2014J,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Distinction
645847,EEE,2014J,M,South West Region,HE Qualification,60-70%,35-55,0,90,N,Withdrawn
645867,EEE,2014J,M,Scotland,HE Qualification,70-80%,0-35,0,120,N,Withdrawn
645889,EEE,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
646005,EEE,2014J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction
646040,EEE,2014J,M,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass
646070,EEE,2014J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
646071,EEE,2014J,M,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Pass
